,date,rating,title,review
87,Date of stay: June 2015,50,Peninsula Hong Kong,"Peninsula Hong Kong is a superb hotel. I really enjoy my stay in this hotel, that I consider the best of the city. Why?
- The rooms are modern and spacious with a tablet that allows you to control the lights, TV, Music and curtains
- The property has an amazing view of the city skyline, if you stay from the hong kong island side you would not have this breath-taking views of this hotel
- ALL the staff is wonderful! Extremely helpful and always trying to make your stay memorable.
- The dining options are several and all very classy. I recommend Chesa to eat a delicious fondue, and the afternoon tea of the lobby.
- The swimming pool is great with beautiful views and with an excellent service.
- The whole hotel is really luxurious and you really feel that is THE PLACE TO BE IN HONG KONG!"
88,Date of stay: July 2015,40,Great stay ! Hard to beat the experience !,"We had a great room with the best harbour view , a must btw. All rooms have been refurb end so all electronics etc work seamlessly . Bed and pillows to die for. Rooms need a little warming up many some more magazines and a plant or flower.
The new bar is great for a cocktail, pool and spa just great with a good sun deck.although pool was a bit cold and would suggest they make one of the two jacuzzi by the pool a hot one ! Salon de Ning worth a visit for a night cap but air conditioning is ferocious !, be warned. The menu at the Philip stark restaurant was interesting nothing on it we liked ! The quality of the service is hard to beat together with this being the finest hotel in hotel in hongkong makes it a must to try !"
89,Date of stay: August 2014,50,Model of Perfect,"Great hotel,gorgeous Lobby,the food taste incredibly delicious,must try the buffet tea set,the room is extremely beautiful,with television in the washroom and control everything just by an ipad.
You need to try the Room Serve Breakfast too!Fresh made orange juice or apple juice or tea etc.,you can choose the breakfast size for 1-4 person per room.And for Suite,you can order up to 6 person's size per Suite!"
90,Date of stay: July 2015,50,Amazing Service,"What a treat!! We had heard so much about this hotel and it had so much to live up to. We arrived and we were upgraded to a beautiful suite with a harbour view. The rooms are like small apartments. Tastefully decorated and so comfortable. What took this hotel to another level was the service. We waited for nothing!!! We dined at Fenix restaurant, a spectacular room on the 28th floor and thoroughly enjoyed it."
91,Date of stay: June 2015,10,So disappointed and let down,"It was always our dream to stay here for a special occasion after hearing so much about this beautiful hotel. I decided to save some money and celebrate with my hubby our 4th anniversary. I mentioned this also in my reservation request but either they didn't know about it or could care. The lobby was extremely packed on arrival not very classy, people were queuing for their restaurant I believe but it just looked messy. On arrival, no congratulations for our anniversary and we were treated like any normal traveler in a lower class hotel. No welcome drink, no card or even a small amenity for our anniversary. My hubby still enjoyed the stay very much but I felt differently. I had high expectations for such an expensive place but I was let down. That's not how you treat your fans."
92,Date of stay: July 2015,50,"Excellent service, high-tech, plush accommodations","For our 15-year wedding anniversary, my husband and I booked a trip to Bali which required a one-night layover in Hong Kong going and coming back. After looking at trip advisor reviews, we decided to stay at the Peninsula on the way to Bali and the Four Seasons on the way back. If we had to do it over again, we would stay at the Peninsula both nights. Both hotels are really nice, but overall the Peninsula wins on service and accommodations.

When we checked in, the person who checked us in at the front desk walked us up to our room and explained how to use the electronics throughout the room and asked us if we had any questions before she left. We used the Amex plat benefits for both stays. The Peninsula provided a fruit medley (pear, apple, orange, etc). The Four Seasons provided us with 3 oranges. The Peninsula staff brought up hot tea shortly after we arrived as part of their welcome gift. One great benefit of the Peninsula is you can call anywhere in the world for free from their phones, so we were able to call our children and make a few local calls to friends who were in Hong Kong without incurring any additional costs. We checked with the Four Seasons and they do not offer this benefit. The Peninsula room was beautiful and everything was electronic - the window shades, light switches, ordering room service from an iPad like device, etc. The breakfast buffet spread was amazing. We were so impressed with the accommodations that I was a bit worried that the Peninsula experience would raise our expectations too much for our Bali hotel experience! The great news is that the St. Regis Bali Resort was everything we hoped for and more. Both the Peninsula and the St. Regis raised our overall luxury standard so it was disappointing when the Four Seasons didn't rise to the same standard. Kudos to the Peninsula staff for making our stay in Hong Kong memorable!"
93,Date of stay: June 2015,30,Extremely dissapointing,It has always been my life long dream to stay at the magnificent peninsula hotel the foyer is truly classy the staff are amazing but the standard of the rooms for $800 was a joke we were given a upgrade so I assume we were in a $1000 a night room it was not at all tastfully decorated cream carpet daggy bedspreads daggy couch the bathroom was magnificent and the pool everything is operated by iPad even the curtains I was so dissapointed this was our last night and was surpossed to be the highlight I was devestated as it took me a month to talk my husband into paying this outrageous amount of money for 1 night
94,Date of stay: July 2015,50,The Peninsula HK- Heads and shoulders above the rest!,"On our trip out to HK, I wanted to try out the Grand Dame of the East to contrast it with a stay at one of HK's newer (taller) luxury properties. The Peninsula blew the other hotel far and away out of the water from start to finish and even after check out!

We stayed in the old part of the hotel on the 5th floor overlooking the front. Even though our room was in the oldest part of the building, everything was updated fresh. The automatic controls for everything in the room was impressive... not even the newer Ritz had this feature. The room was impeccable and spacious with a view over the harbor. The high ceilings make the room even more grand.

If you are a guest staying at the hotel, you DO get to bypass the line for high tea in the lobby which is awesome! The high tea was certainly worth it and as a big eater, it was more than enough food for me such that we couldn't resist getting our scones with clotted cream and jam packed for to go.

Our room rate also included breakfast either at the Verandah (buffet) or at the Lobby (a la carte). We chose the Verandah and it was excellent in terms of variety of selection (western and eastern options), as well as service. They have everything from more light european offerings (cheeses, breads, pastries) to more American fare (sausage, bacon, eggs, omelette station) to local offerings (dim sum) and even Japanese style breakfast foods. The bill came to about $100USD for 2pp so that can be a bit steep for many. Glad it was included in our room rate.

We used the fitness center and pool in the morning and it was virtually empty. The facilities were up to date and clean with amenities to keep you comfortable. The men's locker room included a whirlpool and cold dipping pool, a steam room and sauna. The pool area is beautiful in its Romanesque styling and with views over the harbor and the HK skyline.

The Peninsula may be one of the oldest but its legendary through this day for good reason. One of the key things is the staff's professionalism and ability to truly cater to and be hospitable to guests beyond it feeling like it's their job. They seemed to really care about your stay and that makes a big difference. They're proud to be part of the the Peninsula and as they should!

Upon checking out, I let the associate know about my missing earring that I had misplaced somewhere in the room and she was quick to offer assistance in getting housecleaning to do a scan. I've had hotels promise to look for a lost or forgotten item before in my room when I know I left it there, and the Peninsula actually was the first time I felt like they honestly did their best to retrieve the item and make sure I got it back. Later that day, I got an email saying they found my earring and would be shipping it express to my home! Sure enough, I have the tracking number of the package and am expecting to be reunited with my earring soon. With Hong Kong summers practically unbearable, the front desk associate even let us know that even after check out, if we needed to refresh before picking up our stored baggage for the day, we were free to utilize the showers in the fitness center.

The Peninsula Hong Kong is timeless in its class and luxury. It's not gaudy and over the top, doesn't need to try to be showy or trendy. With its long history, the Peninsula is effortless in its execution from top to bottom. Treat yourself to The Peninsula HK for even just one night and it'll make you recalibrate all your future hotel stays as the Peninsula has certainly not just raised the bar, it practically created it. This is one luxury hotel experience actually worth it all. If I ever go back to HK, I will return there for sure and hope to stay at a future Peninsula elsewhere in the world soon."
95,Date of stay: September 2014,50,The Classic Best of the Best in HK,"The Crown Jewel of Hotels, The Pen holds a standard of excellence and customer service that very few others can duplicate. The staff, no matter where you are in the hotel, somehow, magically acknowledge you by name. Clean. Gorgeous and an amazing pool and spa. I was here last for high tea. Lovely string quartet playing in the mezzanine above. Impeccable service. Yummy treats. And go to have a drink or eat at Felix on the top floor. According to my brother, the men will enjoy the men's facilities. Take the car to and from the airport, if you can. A very special place."
96,Date of stay: November 2014,40,Bellweather!,Very stylish with a great history and ambiance. I have visited this hotel many times over the past 40 years and it is a splendid establishment. Unfortunately my last visit was not the best service wise and a little less than I am used to but i will still return again.
97,Date of stay: August 2014,50,Sublime luxury,The service at this hotel is simply the best! Nowhere in the world will you find service like it. The hotel is beautifully elegant and the rooms magnificent. Even if you only stay for one night I urge you to take the opportunity to revel in this beautiful hotel.
98,Date of stay: June 2015,50,Good as it gets,"Umpteen visits later< i got to stay for two nights at the grand old Dame ! What i really enjoyed was the cutting edge of tech blended with the old world charm and grace of good living.
The location is of course excellent, the lobby is historical, whilst not imposing or overly grand. The staff are efficient and attentive. The welcome tea is a pleasant surprise. I loved the fact that the tv muted when the room cordless phone rang!"
99,Date of stay: March 2015,50,Best Hotel in the world,"This hotel is the best hotel i have stayed in, the service the food the location everything its just perfect, this is the only hotel that i feel as home, definitely peninsula hotel is the best hotel in Hong kong and for me the best hotel i haver ever stayed at."
100,Date of stay: June 2015,50,Still the best in Hong Kong,"Rumors of its demise are unfounded. The lobby is definitely the old fashioned, smaller hotel of the past but still elegant. The rooms are totally flawless. Our room was brand new, modern with every electronic amenity, Great gym and awesome pool...when you are doing laps, you can take your breadth on the side with a view of Hong Kong island. Best location in Kowloon...definitely the best place to stay unless you have business on the Island. If you can afford the view of Hong Kong island, it might be the best view in the world."
101,Date of stay: May 2015,50,Perfection,I recently enjoyed a 4 night stay in a one bedroom suite with my daughter while on holidays. Our room had just been done up and had all the mod cons you would expect and more. The extras you received in your room like the free movies were at hit with my daughter. All the staff were amazing and very helpful to ensure we had a wonderful stay. There attention to detail was spot on and I wouldn't hesitate to recommend it if your looking for somewhere luxurious to stay in Hong Kong.
102,Date of stay: April 2015,50,"""Don't be fooled""","This may be considered the ""grand old dame"" of HK BUT all I can say it is without a doubt one of the best hotels I have stayed in. We opted for 2 suites interconnecting in the original building and the family were spoilt with space. The suites are incredible and packed with technology as per other reviews. With every suite comes a complimentary LV Mini Cooper for daily use.

The pool, gym and spa is amazing. Spoil yourself and take the Rolls, it just completes the experience. Every staff member was super friendly and efficient.

I rate it one of the best hotels simply because it's location is superb, staff and service impeccable and fab food.

I will definitely NOT stay at any other hotel in HK but the ""Grand Old Dame"""
103,Date of stay: June 2015,50,Excellent and great atmosphere,"We booked the Rolls Royce trip transfer from airport and that was a great experience.
Pick-up from the plane and direct to your room! Check-in inside your room, staffs were very good and professional.
The hotel himself looks may be a bit dated but I thing they wanted to keep the original atmosphere and I do think it's better like that.
The room was good but quite pricy to have the harbour view. But the view was amazing.
As you can imagine, you have all amenities in room, including Nespresso machine and tea, office stationary, sleepers, free wifi etc...
Everything to control is on Ipad in the room and the best was free calls from your room anywhere in the world... a bonus!
The pool is beautiful and it's a shame we didn't stay longer to enjoy it.
The breakfast was one of the best I have seen.
The Salon de Ning had a fantastic ambiance with a great singer group ""Elements of Soul"" just take 10 min to relax before your bed!
The Cantonese restaurant Spring Moon was very disappointing concerning the food(service was good) and very pricy for the quality you get, shame, that was my only bad experience in the hotel but I would definitely recommended to stay here."
104,Date of stay: June 2015,50,Luxe with this tech,"Very comfortable room smelling of luxe and excellent service. Use of technology is one of the best I have ever seen anywhere in the world. The tablets ( 3 of them ) in the room controlling everything from the curtains and the temperature to the Audio / Video and lighting are a hotel guest's dream come true. Free movies and free international calls are fabulous bonuses. Food was pretty good too. Only complaint is the long and disorderly queue at check in and the gawking crowds in the lobby ( the price of being a city icon I guess ) , which creates an annoying and slightly cheesy first impression. However everything afterwards including the room upgrade was very welcome and overall experience was well worth the price . I am taking the Rolls from the airport and doing the helicopter ride next time !"
105,Date of stay: May 2015,50,Perfect Peninsular,The Peninsular in Hong Kong is one of the worlds truly iconic hotels. They do everything right and everything is done by care with amazing professionalism and pride which is unsurpassed anywhere. The Peninsular has a reputation to uphold and the staff take great pride in upholding the grand traditions. When is Hong Kong stay here because you will remember it forever.
106,Date of stay: January 2015,50,Top of the top,"One of the best luxury hotel I tried worlwide. Expensive but it is real luxury, everything is perfect: Food, decoration, service. Spa is unbelivable and location is very good. We have tried the Swiss restaurant was funny to have fondue in Hong Kong :-)"
107,Date of stay: June 2015,50,Hong Kong's Grand Lady.,"We were lucky, and quite excited to stay in The Peninsula for 3 nights. Our flight was met at the gate, and a representative helped us navigate the airport through to the limousine lounge. The Rolls Royce transfer was a peaceful start to the trip. A hotel representative, Jessica, met us as we alighted the car, and showed us to our room. Check in was completed in the room, and we had a first hand explanation of all the hotel had to offer.
The room itself was a newly renovated Deluxe Room and had many modern touches in its classically old school style. The king bed was comfortable, and the down pillows were soft, and lush. The bathroom had lashings of marble, and high ceilings. The bureau hid the amenities like the mini bar, and the safe, and the Nespresso machine. The room controls like lighting, air conditioning and television are managed through one of two tablets available by the bed.
The renovations still keep a lot of the old character of this hotel, but bring it into the modern era with its design and facilities.
A big thank you to the concierge team who helped me when my satchel buckle broke, and many thanks to Joyce in the lobby restaurant who helped us with our sightseeing, and was able to help us get there via public transport. The service in the restaurant was prompt, and observant, as you would expect from The Peninsula. The fresh juice was amazing, my mouth is watering as I recall it.
Housekeeping were friendly, and their daily smiles and greetings gave our days a great start.
My family and I have been coming to Hong Kong since 1981 and we have walked past The Peninsula many times. One day I would stay here I vowed. The day came, and I loved every moment of it. The hotel was grand and venerable, without being alienating. The service was respectful and prompt, and always ready to please.
It must be hard to manage a business so iconic, that it would be impossible to imagine Hong Kong without it.
After this stay, I couldn't picture Hong Kong without the Peninsula either."
108,Date of stay: June 2015,50,Other hotels should learn from them,"The Pen gets just about everything right.

1. Airport pickup. Representative meets you at the gate and escorts you straight to the car. Only waiting is at immigration. Check-in agent meets the car and you go straight to the room.

2. Room technology is current and actually works (!). Free VOIP calls worldwide. In-room fax, copier, printer. Push-button controls for everything via bedside panel. WiFi that actually works, for as many devices as you wish, with minimal hassle.

3. Breakfast in the Veranda (one of HK's top restaurants) or by room service -- this is free with AMEX FHR booking.

4. Discreet and prompt service. Make a booking for tea and ignore the long queue of tourists. Go to the front desk, wait there, and they'll escort you right to the best table (which, for the record, is on the right when facing the hotel, near the window, almost all the way to the back. See without being easily seen.

5. Limited nickel-and-dining. None of the US$12 bottles of water. Whatever we wanted within reason, on-site or via room service, seemed fine on the AMEX FHR program - as opposed to some hotels that restrict to just a continental breakfast. Laundry is insanely expensive, but there's a cleaner on Carnavon Rd about 50 feet off Nathan Rd who did a week's laundry for me for HK$120.

I highly recommend a room with a view of the harbor. It costs a couple hundred US$ extra, but it's one of the best views in the world."
109,Date of stay: February 2015,50,Asia trip,"Stay in a high floor in the towers building and you will be rewarded with the most amazing view ever.Service is flwless and you may call overseas for free from your very room. Lobby may seem a bit too crowded at times, with not so smart dressed people."
110,Date of stay: May 2015,50,Birthday surprise,"Magical surprise!
My big 50! 5 days stay, picked up in a Rolls Royce from the airport, added to my excitement.
The staff are very helpful and friendly, our beautiful room had a harbour view across to Hong Kong Island, great for the laser show at night,
3 iPads to control the lighting, TV and curtains, complimentary fresh fruit everyday! Wonderful breakfast with plenty of choice.
Beautiful swimming pool with steam room and jacuzzi, a must to cool down from the days heat!
Highly recommend the famous high tea with orchestra to listen too while eating delicious cakes and pastries"
111,Date of stay: May 2015,50,Hong Kong's Finest,"The Peninsula Hong Kong, the grand dame of Hong Kong - what a wonderful hotel. I stay here regularly and I'm always pleased with the choice. The hotel exudes luxury, friendliness and comfort - all under one roof.

My reservation was made by American Express under their fine hotels and resorts package. Check in was efficient and I was asked as to my preference of room location. A courtyard room was available and I was escorted to my room for a two night stay. Rooms are well appointed with very modern devices such as iPad controls. The butler box is useful for sending laundry and for the shoe shine service. After check in I took a bath and relaxed for half an hour and then off to meetings. Bathrooms again,well appointed with luxury amenities. And two sourvineer soap gifts to take away. Arrived back around 9.30pm and took a light dinner in the lobby - excellent food.

Breakfast the following morning I took at the Verandah restaurant - buffet style with their usual excellent selection. I love the Japanese style eggs. Great omelettes to! Nice, bright and relaxing - just the place to start the day. No hurry! If the juice you want isn't there or you want a combination - just ask. There is also a full variety of tea or coffee on demand - so feel free to ask. Great selection of pastries as you would expect!

Hotel in close proximity to the Hong Kong Art Museum - so that's always on my agenda. It's an excellent museum and has thought provoking displays. I am regularly impressed with this museum as indeed I am with the hotel.

All rooms have VOIP service which allows you unlimited telephone calls to anywhere in the world. Great idea which allows you to save a few dollars on calls and is appreciated. Good quality connection.

Check out was efficient and my 4pm check out was extended to 5.30pm as per my request. Concierge is super helpful and knowledgeable on Hong Kong matters. It was a great stay and I was sorry to leave."
112,Date of stay: May 2015,50,A bucket list hotel,We had a great experience at the Peninsula and it started at the airport being met at the gate and taken to the hotel in one of their Rolls Royce. The rooms are very modern filled with the latest electronics. While my wife was shopping I spent some time at the Pool and Spa. This was nice and relaxing. The restaurants are amazing in the hotel. This is a hotel to experience at least once in your life.
113,Date of stay: April 2015,40,Great hotel for first time travelers to Hong Kong,"We stayed here 2 nights before embarking on a cruise. We arrived at the hotel at around 9 pm after a 16 hour nonstop flight from Chicago. We were escorted to our harbor view room (beautiful and well worth the cost). On the table were fresh fruit and incredible tea was delivered (without our requesting it) in a few minutes. The room itself was beautiful with dark polished wood everywhere and enough storage space to stay for a month. What really impressed us, though, was the technology: the phone with VoIP that we could use to call anyone in the world, for free; the 3 iPads that we used to work the lights and curtains (with some getting used to) and order room service and change channels on the tv. Service was impeccable for a world class traditional hotel. The location was perfect, close to shopping, expensive shops, museums. Downsides? The restaurants were somewhat of a disappointment, particularly the dim sum restaurant. Our lunch there was awful. Would I stay there again? Absolutely. But I would ear elsewhere."
114,Date of stay: April 2015,50,Exceeded all my expectations,"From the moment we landed in Hong Kong until we checked out to board our cruise ship a few days later, the Peninsula provided the most wonderful service I have ever experienced, exceeding its lofty reputation as one of the leading hotels in the world. Everyone was efficient and pleasant; the room and amenities were outstanding, and the food was excellent. High tea was a highlight, as was the superb live music, day and night. The hotel is a combination of old-world elegance and tradition along with the most up-to-date electronics.
My only regret is that I don't travel to Hong Kong that often.
Our entire experience was just lovely, and we smile whenever we think about it."
115,Date of stay: April 2015,50,Over the top hotel...exceeded put expectations!,"This was put first experience with the Peninsula in Hong Kong and it was even more magnificent than we had been told. Friends suggested the rolls Royce airport pick up and we decided to go for it. We were so happy that we did. The service was way over the top, the bars and restaurants were outstanding and the shops were so great we could have just stayed in the hotel to shop. (Although we did not)."
116,Date of stay: May 2015,50,Best traditional Hotel in Hong Kong,"I visited several times the Peninsula Hotel since I am a resident in Hong Kong but haven't stayed in house for many years . The whole stay was a great experience . The service is still top level even though most HK hotel have seen a drop in the level of service these past years . Well refurbished rooms with great amenities , personalized service and gentle smile makes it a unique experience. The only drawback is the quality of service at the lobby floor lounge which I find average and not in line with the hotel ."
117,Date of stay: April 2015,50,Exceeds even the highest expectations,"From our arrival at Hong Kong airport until our departure from the hotel the level of service at the Peninsula exceeded the level of service we expected.
It was a return visit to the Peninsula and there is no doubt that we will return in the future. We like visiting Hong Kong and our stay at the Peninsula made our stay extremely enjoyable.
Our room was the same as we had stay in previously but it had been renovated. We liked the charm of the old room but the renovated room was equally as good.
We thoroughly enjoyed our breakfast in the Verandah Restaurant. It was an experience to see a large cruise boat go past the buildings.
We also thoroughly enjoyed some dining experiences in the Lobby.
Whenever we wanted some assistance it was always forthcoming."
118,Date of stay: May 2015,50,Great Hotel,Great location. Very upscale and clean. Friendly staff. The rooms are great because they are large and super clean. They have an expensive espresso machine in each room. Everything is high tech. You can open and close the curtain from the iPad-ish gadget next to your bed.
119,Date of stay: August 2014,50,Well deserved,"Established for decades in Hong Kong, Hong Kong Peninsula must be one of the most outstanding hotels in the eyes of tourists and the locals. Some people may even think no place compares to it.

It had been my dream to enjoy a meal in one of its restaurants when I was young, and the dream came true. You must not forget the excellent food and service provided in any of its restaurants, in front of the dazzling seaview of the Victoria Harbour in a starry night.

Some may have opinion to the contrary, especially criticism on its expensive price. Nonetheless, please remember every rose must have thorns. I would contend that you need to pay before you can savor the service!

If I have to take a pick on its restaurants, I'll go for Gaddi's. Not only because it charges you most (and therefore the best food, drink and service), but also the impressive environment when you start to enter into the restaurant.

I'm glad I could stay over in the suite twice. Thanks to its regular maintenance and strive for the best, you won't be surprised by its room decoration, bedding and amenities. Staff are always trying to show their sincerity by giving small gifts or snacks every time when we came back again.

I hope you won't find it as an advertisement, yet still I have to say, it must be your once in your lifetime place in Hong Kong."
120,Date of stay: May 2015,50,Celebration holiday,"I have stayed in a few 5 star hotels but there are not enough stars available to rate this hotel. It is simply wonderful. We decided to have a week away to celebrate my 60th birthday with a bit of luxury. Starting with our arrival at the airport we were greeted as we stepped off the plane,guided through the airport arrival process and out to the waiting Rolls Royce for our transfer to the hotel. On arrival we were greeted at the door by Chris and taken directly to our room for check in. Chris explained how all the gadgets operated and presented us with champagne,birthday cake and fresh tea all exquisitely presented. He also explained that we had been upgraded due to the celebration. The room was just beautiful,lovely piono finish on all timber work, iPad control of lights communication etc. Gorgeous marble bathroom with TV, twin vanities and Oscar de La Renta toiletries. Other amenities in the hotel were numerous restaurants, nightclub and bar and the wonderful Lobby where we had breakfast and a couple of lunches. The service was immaculate and staff very competent yet warm and friendly. Getting around Hong Kong is quite easy and we chose the hop on hop off red bus to sight see which gave a great overall view of a great city."
121,Date of stay: April 2015,50,Great Hotel!!,Loved this place! The suite we were given was apartment-like and we could have lived there for a month. Great jacuzzi with a view of the magnificent harbor. Super breakfast buffett with gourmet Western or Eastern selections. Service was impeccable.
122,Date of stay: April 2015,50,better than home!,"This is the ultimate spoil of a hotel...from the airport pickup onwards we were treated like royalty,...nothing was too much to ask and the quality of EVERY ASPECT of this hotel and its service is top notch. I made two difficult requests upon arrival...it was Mother's Day so all restaurants of worth were pretty much booked out...I asked for a top class restaurant for that evening...at about 4 pm! Within 20 minutes we had a booking at a 1 Michelin star rated restaurant nearby which was really good and we had a great night. Then I wanted a manicure the following day...only the best manicure I have ever had ...was organised for me...again very near the hotel...within 20 minutes! The hotel rooms are exquisite, comfortable and so clean...the beds are better than at home...like crawling into a fluffy cloud, the showers are also the best! This hotel is a total spoil and I always love returning and I don't much like leaving!"
123,Date of stay: April 2015,50,Excellent,"Every aspect of the peninsula is top notch. The design of the room is great. Because we had an early flight out of Hong Kong, we ordered room service for breakfast as the hotels restaurants were not open yet. The food arrived at our room precisely on time and was delicious. I was traveling with my one year old son and the hotel gave us great baby amenities for him. I would recommend the peninsula to anyone going to Hong Kong."
124,Date of stay: April 2015,50,The old lady of HK has some new tricks,"Decided to treat my visiting parents, to a surprise night at the Peninsula, after break in Singapore. Right off the plane, we were met by a sign, and electric cart for my Dad, which whisked them away to the luggage and immigration. To see my kids sitting on the back seats waving at us, with Grandparents up front, whilst the wife and I trudged along with everyone else. When we caught up with them at luggage carousel, all the bags had been retrieved, and they took us all out to the waiting chauffer, who took them all in them in the Peninsula green rolls royce phantom to the hotel. The wife and I caught, the airport express, and after a couple hours back home decided to visit my parents, and pick up the kids. They were staying in a room on the 5th floor facing the entrance, which had obviously been remodelled since the time I had stayed here a few years ago.
Everything is now controlled by ipads, which the kids loved, from lights to curtains. A really nice Nexpresso coffee machine, which was a bit strange as water needed to be filled by the hotel, so that you couldn't top up via tap water. Very much of a high ceiling colonial building, with a modern Asian contemporary decor. Large colonial style bathroom. Service as expected was impeccable, though I did find dragging luggage to my car, without any offer of help, when my parents checked out a bit remiss. Breakfast though expensive, had a great variety of choices, both Western and Chinese. , At the end of the day, my parents loved it so much, that they extended their stay to 4 days.
Also the lobby does become a bit like a station with all the tourists gawking, Raffles in Singapore, only allow guests in main part of the hotel, so there's an idea. Not quite perfect, more a 4.5 than a 5."
125,Date of stay: May 2015,50,Exceeds Expectations,"My first time in Hong Kong and fortunate to be steered to THE Peninsula (a legendary standard here). This establishment did not disappoint and in fact exceeded the high expectations I had. While the beautiful decor showed a restrained elegance, the service was exceptional as well as all aspects of the dining experiences to be had- from room service to on site dining .
A colleague had arranged the concierge pick up service from Hong Kong airport which was a terrific welcome to Hong Kong as it whisked us to and through Customs and then through baggage to our hotel car service, at all times discreetly attended by a staff member. My only regret was to not have more time enjoying the many other amenities provided, but I will return . My itinerary in Hong Kong and China this trip involves many different hotels, so I will be curious to see and review the other locations on my trip. If you can, give yourself a very enjoyable and luxurious experience at the Peninsula."
126,Date of stay: May 2015,50,The Penninsula is DEVINE,"This hotel is exceptional. Everything has been thought of,anticipated and it is pure luxury. I have stayed at four seasons HK and even Penninsula NYC - do not compare with this hotel. Cannot wait to return."
127,Date of stay: May 2015,50,"Top-notch in Hong Kong, yes...still","Years ago, the Mainland China used to raise Hong Kong’s Peninsula Hotel as an example to educate the Mainland on the “quality service” and “attention to details”.

I’ve been to the Peninsula many times for other reasons than staying. Yes, the refined ambience from the colonial time has been diluted. Through that extravagant lobby flows the busy traffic of tourists and Mainland shoppers, nouveaux riches or not. However, ultimately it was staying in one of Peninsula’s suites which led me to the final conclusion that this is indeed Hong Kong’s finest hotel. When it comes to the room, I wouldn’t hesitate a fraction of a second to rate Peninsula above Hong Kong’s Ritz, Four Seasons, Mandarin and Shangri-la (haven’t tried the Upper House yet) etc… let alone others. No other modern hotels have that kind of high colonial ceiling and spacious suite, yet this ancient hotel is the most digitalized at the same time (must be upgraded recently)… I literally had a hard time locating a physical button in the room.

The details in the room are well taken care of, better than any other similar-level hotels. The double glazed windows, polished, dust-free furniture, mirrors giving multi-angle views, disabled friendly toilet… the golden five-star list goes on. Even the curtain… the Peninsula should boast the only curtain which blocks the finest string of day light, superb for a fussy sleeper like me but maybe a bit too “caring” for those who normally wait for the sunbeam to give them the morning call.

Now here I might be a bit critical: I did feel that there missed a guest toilet next to the lounge for such a big suite.
And here I should be very critical: I had an incongruously bad experience with the room-service Chinese dinner. It tasted so disappointing that I had been confused for quite a while.
Lastly I am not being critical: compared to the top-notch room, the gym and pool obviously haven’t caught up. The fitness centre faces an unbeatable view of the Victoria Harbour but the facilities are a bit seasoned. I am sure they will get improved very soon.
I will definitely go back to stay in the Peninsula again."
128,Date of stay: April 2015,50,A landmark (with all good and not so good things about it),"The Peninsula is a landmark. Beautiful building at a great location in Kowloon. I can only say good things about the hotel – comfortable rooms, very good breakfast and some of the best service you will find in the world. Also, the room price was pretty reasonable. The only problem is the problem you find @ landmarks – so many rooms, so many guests and so many visitors that it gets crowded. But if you are staying or a couple of days and are looking for a good place in HK this is it."
129,Date of stay: April 2015,50,Truly a five star hotel,"What a pleasurable experience. After a two week trip to China, we ended our travels at the Peninsula Hong Kong. We have stayed in other top tier hotels, but this is at the top of my list. The rooms were wonderfully appointed, with up to the minute, appointments, including an easy to use touchpad controlled lighting/sound/a/c system. I always have trouble applying makeup because the lighting is poor. The Peninsula has a lighted makeup mirror in the room which worked perfectly, not to mention a coffee/cappucino maker. The staff could not be more helpful, the location was very convenient, and you felt wonderfully taken care of."
130,Date of stay: April 2015,50,Amazing Hotel,"We spent 3 nights at the Peninsula and I wish we could have stayed longer. The attention to details by the staff is incredible. They remembered our names at the restaurant and front desk. Whenever we needed something, they were there in minutes. I would agree with the comment about bad coffee; although we found bad coffee throughout China and wouldn't say it was just the Peninsula. The Nespresso machine in the room was a real treat as was the free long distance phone calls. Definitely a 5 start experience.."
